"Unique Identifier: ","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.B00004.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.B00004.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.B50001.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.B50001.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G2211.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G2211.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G2211A2.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G2211A2.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G311A2.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G311A2.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G313A4.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G313A4.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G326.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G326.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G333.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G333.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G334.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G334.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G335.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G335.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G3361T3.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G3361T3.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G337.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.G337.S","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.GMF.N","G17/IP_MAJOR_INDUSTRY_GROUPS/IP.GMF.S"
"Time Period","IP.B00004.N","IP.B00004.S","IP.B50001.N","IP.B50001.S","IP.G2211.N","IP.G2211.S","IP.G2211A2.N","IP.G2211A2.S","IP.G311A2.N","IP.G311A2.S","IP.G313A4.N","IP.G313A4.S","IP.G326.N","IP.G326.S","IP.G333.N","IP.G333.S","IP.G334.N","IP.G334.S","IP.G335.N","IP.G335.S","IP.G3361T3.N","IP.G3361T3.S","IP.G337.N","IP.G337.S","IP.GMF.N","IP.GMF.S"
2023-12,95.3589,96.6742,100.1358,100.6031,101.7080,104.0141,109.0510,103.8792,97.3115,99.9932,71.1226,73.3985,99.2248,99.5734,90.7467,91.6954,118.5124,116.0061,97.6495,98.0651,101.5847,112.1376,80.4426,79.9553,95.9075,97.2445
2024-01,93.3295,95.2438,99.5004,99.2223,112.2940,106.4518,124.9361,106.6894,97.1869,99.2447,70.8580,73.4020,97.0664,98.2778,91.0090,90.4701,114.0236,116.2669,96.0399,97.1513,97.7548,103.8409,77.5991,79.2898,93.8776,95.7457
2024-02,96.3872,96.4671,100.3520,100.2850,99.1718,102.4724,106.3160,102.4646,100.1813,99.7939,73.0190,74.7145,98.7197,98.3174,94.5765,91.8444,112.5286,115.5565,97.9284,97.0993,115.4684,109.7089,79.8441,80.2873,97.0205,96.9553
2024-03,97.2915,96.5844,100.3015,100.4575,93.9627,104.2324,98.6056,104.3852,100.7259,99.7893,74.2960,74.3944,98.3980,98.3957,94.4656,91.6274,116.2538,115.3731,98.9829,98.8427,119.1597,111.3560,79.2996,79.7251,97.9936,97.0896
2024-04,96.4892,96.0498,98.9341,100.2434,90.4249,105.6017,90.8798,105.8998,99.8611,98.9313,75.4620,74.1974,98.3445,98.4491,92.8725,90.6704,114.6742,116.9841,98.3814,97.4678,112.8051,109.2986,80.0390,80.3181,97.1230,96.5640
2024-05,96.4986,96.5942,99.4906,100.8630,99.9520,108.3913,96.2328,108.1982,98.4685,99.8453,74.7767,75.3496,97.7265,97.9363,90.7992,90.9362,116.4084,117.6968,98.0757,98.3060,109.7462,109.5921,78.9177,78.8942,97.0799,97.1046
2024-06,97.7121,96.4141,102.0266,100.8940,115.9759,108.5595,109.5379,108.9177,101.4191,99.6314,77.1152,75.2117,98.5226,97.2526,90.6733,90.0523,119.4093,117.6019,99.4420,99.1503,112.4164,111.1791,80.8219,79.6451,98.2344,96.9264
2024-07,94.3622,95.6284,100.5064,99.9757,127.7761,106.5242,120.1815,107.1257,96.8038,99.4515,75.5930,74.7284,95.1577,96.4591,89.9539,91.1142,118.1428,119.1866,97.3477,99.2296,88.9826,99.5614,79.7454,78.8547,94.7185,96.1663
2024-08,97.2383,96.0784,102.7566,100.4309,126.1371,106.0384,118.7029,106.9794,100.2829,98.9900,75.9632,75.1944,95.9057,95.3775,88.7007,89.9319,118.9669,119.7950,100.4591,100.7553,113.6922,108.0037,80.6851,78.6700,97.6391,96.6244
2024-09,96.3538,95.5692,100.2784,99.8084,109.6612,105.2509,103.8493,106.2204,101.5358,99.5940,73.2951,72.4654,94.8697,94.2612,88.1900,89.4972,121.7798,118.9753,97.9780,98.3148,110.2850,107.9567,77.1029,77.2978,96.7293,96.0864
2024-10,95.8000,94.9225,99.0307,99.4695,98.3373,107.3563,95.6967,107.0508,101.1232,98.8113,75.5835,73.6948,93.7496,93.3331,86.2835,88.1841,121.8612,120.4193,99.3601,98.3476,109.6306,104.1036,75.8221,76.6069,96.2696,95.4449
2024-11,94.8156,95.1212,98.3695,99.2925,95.4220,105.5869,98.0800,104.9849,97.7361,98.5099,74.4399,74.8832,93.3626,93.6842,87.4969,89.6318,121.7002,120.3030,98.1768,97.1741,106.4014,107.1703,76.6717,77.5804,95.3764,95.7246
2024-12,93.8814,95.4862,99.7227,100.3273,106.4127,109.0618,115.8877,109.9903,96.4830,99.2148,72.6475,74.8133,93.2023,93.2813,87.8585,88.9197,123.8966,121.4869,96.9172,97.2505,88.9313,103.5024,77.4107,76.7897,94.5226,96.1524
2025-01,93.2593,95.1428,100.6008,100.0647,117.9004,111.6936,132.8431,112.5999,96.2962,98.0110,72.6473,74.8684,91.5916,92.5082,90.6956,89.9418,120.9523,123.9241,97.5964,98.6586,90.2198,97.1065,75.8405,77.1665,93.9259,95.7673
2025-02,96.3001,96.3589,101.3266,101.0993,106.3726,110.0086,116.5641,111.4107,99.5274,98.8739,73.8188,75.4872,94.1664,93.6838,92.3958,89.7214,121.5618,124.3015,99.5543,98.9181,111.8021,106.4851,75.4222,76.0372,97.0398,96.9554
2025-03,97.9251,96.7773,101.1983,101.0404,96.2775,106.7781,101.1350,106.9824,101.0550,99.0580,74.5219,74.6563,95.6762,95.4009,93.3707,90.6174,126.2771,125.3975,99.1303,98.3295,116.6422,106.2058,75.0966,75.3843,98.7473,97.3898
2025-04,96.6309,96.6636,99.3338,101.1279,93.0231,108.5914,93.3597,108.7938,99.2448,99.3714,76.0894,74.9289,95.1076,95.3808,92.5403,90.5469,122.4702,124.9065,96.4543,96.0371,106.7938,105.9218,76.0348,76.3775,97.4108,97.3314
2025-05,96.4873,96.5469,99.5208,100.9655,98.8254,107.0689,95.3301,107.7537,97.2876,98.7125,75.2040,75.6381,94.6692,94.7197,90.6244,90.6791,123.8691,125.1695,97.7664,97.8279,110.7208,110.4780,76.9320,76.7134,97.2600,97.2482
2025-06,98.0456,96.8561,102.4584,101.4785,116.0106,108.6358,109.2385,109.3202,100.6729,99.0436,77.5605,75.8344,95.4583,94.3267,91.7264,91.6102,126.7698,125.0217,94.9816,94.7302,109.9361,108.7926,78.7244,77.4118,98.7833,97.5794
2025-07,95.9832,97.3083,102.3969,101.8940,131.2159,109.4078,122.7309,109.8950,96.8325,99.5672,74.4876,73.6375,92.1364,93.2295,90.5888,91.8268,126.8084,127.8787,93.7762,95.5140,95.9920,107.4701,79.0675,78.0016,96.5735,98.0693
2025-08,98.2708,97.3272,103.7443,101.6247,125.3964,105.6740,117.3794,106.4441,100.5939,99.1467,75.9980,75.0512,94.7592,94.1549,88.9044,90.7606,126.7902,127.5978,94.1868,95.1896,116.4212,110.5213,76.5981,76.2380,98.8857,98.0840
2025-09,98.1037,97.3415,102.0937,101.6680,111.6471,107.1935,105.1319,107.8237,101.2399,99.4628,76.1773,75.2415,94.2977,93.4791,89.9614,91.2398,130.2759,127.4438,96.6242,96.6708,111.0116,108.4358,76.7166,76.4414,98.6785,98.0473
2025-10,97.4224,96.5933,100.6349,101.2195,100.5639,109.7943,97.8592,109.9286,100.8991,98.5930,75.3499,73.7152,92.5965,92.4819,89.7415,91.3594,130.9874,129.4140,97.1876,96.5442,107.1826,102.0345,74.6938,75.3190,97.9964,97.2128
2025-11,96.6251,96.5457,100.4362,101.0810,97.8963,108.2951,101.4705,108.3506,98.2771,98.5715,74.5136,74.5125,93.2388,93.4263,91.4342,92.6918,132.5590,130.2900,98.9983,98.0297,101.1080,100.7134,73.2686,74.3234,97.2619,97.2113
2025-12,95.0180,96.4900,101.1851,101.6113,110.6092,113.4639,121.2860,114.8342,96.3821,99.2798,71.9235,73.8412,92.2907,92.6313,91.9903,92.7502,132.0860,129.8887,99.4800,99.7830,90.1503,101.4838,74.9257,74.6895,95.7236,97.2083
2026-01,94.9779,97.0737,101.8808,101.5954,116.6844,110.5731,130.3652,110.8584,96.9396,98.5774,72.6480,74.7710,92.7010,93.9156,94.6120,94.2028,129.0563,131.3287,99.6122,100.2843,93.6747,103.8944,74.0595,75.2400,95.7671,97.8295
2026-02,97.3595,97.4168,102.5247,102.3440,109.0149,112.5767,117.4661,112.8529,99.5889,98.9587,71.7647,73.1984,94.5478,94.3575,96.2561,93.5976,127.8532,131.2054,101.4752,100.7508,111.7925,106.6114,73.8988,74.7536,98.2368,98.1590
